location	variant	date	sequences
Austria	21K	2022-04-05	8
Belgium	21K	2022-04-05	9
Brazil	21K	2022-04-05	30
Canada	21K	2022-04-05	229
Chile	21K	2022-04-05	26
Croatia	21K	2022-04-05	15
Denmark	21K	2022-04-05	7
Finland	21K	2022-04-05	3
France	21K	2022-04-05	18
Germany	21K	2022-04-05	180
Greece	21K	2022-04-05	19
Ireland	21K	2022-04-05	9
Italy	21K	2022-04-05	32
Japan	21K	2022-04-05	232
Lithuania	21K	2022-04-05	2
Malaysia	21K	2022-04-05	1
Netherlands	21K	2022-04-05	11
New Zealand	21K	2022-04-05	3
Peru	21K	2022-04-05	9
Poland	21K	2022-04-05	4
Russia	21K	2022-04-05	4
Singapore	21K	2022-04-05	2
Slovakia	21K	2022-04-05	6
Slovenia	21K	2022-04-05	19
South Korea	21K	2022-04-05	7
Spain	21K	2022-04-05	33
Sweden	21K	2022-04-05	4
Switzerland	21K	2022-04-05	3
USA	21K	2022-04-05	506
United Kingdom	21K	2022-04-05	69
Australia	21K	2022-04-06	8
Austria	21K	2022-04-06	10
Belgium	21K	2022-04-06	9
Brazil	21K	2022-04-06	32
Canada	21K	2022-04-06	117
Chile	21K	2022-04-06	33
China	21K	2022-04-06	1
Croatia	21K	2022-04-06	11
Denmark	21K	2022-04-06	5
Finland	21K	2022-04-06	2
France	21K	2022-04-06	20
Germany	21K	2022-04-06	110
Greece	21K	2022-04-06	14
Ireland	21K	2022-04-06	1
Italy	21K	2022-04-06	21
Japan	21K	2022-04-06	298
Lithuania	21K	2022-04-06	2
Malaysia	21K	2022-04-06	1
Netherlands	21K	2022-04-06	7
New Zealand	21K	2022-04-06	6
Peru	21K	2022-04-06	11
Poland	21K	2022-04-06	1
Russia	21K	2022-04-06	3
Singapore	21K	2022-04-06	3
Slovakia	21K	2022-04-06	4
Slovenia	21K	2022-04-06	16
South Korea	21K	2022-04-06	14
Spain	21K	2022-04-06	9
Sweden	21K	2022-04-06	1
USA	21K	2022-04-06	459
United Kingdom	21K	2022-04-06	79
Australia	21K	2022-04-07	26
Austria	21K	2022-04-07	1
Belgium	21K	2022-04-07	14
Brazil	21K	2022-04-07	36
Canada	21K	2022-04-07	113
Chile	21K	2022-04-07	16
Croatia	21K	2022-04-07	7
Denmark	21K	2022-04-07	8
France	21K	2022-04-07	13
Germany	21K	2022-04-07	106
Greece	21K	2022-04-07	8
Ireland	21K	2022-04-07	1
Italy	21K	2022-04-07	45
Japan	21K	2022-04-07	200
Lithuania	21K	2022-04-07	2
Netherlands	21K	2022-04-07	9
New Zealand	21K	2022-04-07	1
Peru	21K	2022-04-07	10
Poland	21K	2022-04-07	2
Russia	21K	2022-04-07	2
Singapore	21K	2022-04-07	1
Slovakia	21K	2022-04-07	1
Slovenia	21K	2022-04-07	11
South Korea	21K	2022-04-07	8
Spain	21K	2022-04-07	8
Sweden	21K	2022-04-07	2
USA	21K	2022-04-07	421
United Kingdom	21K	2022-04-07	90
Australia	21K	2022-04-08	13
Austria	21K	2022-04-08	7
Belgium	21K	2022-04-08	7
Brazil	21K	2022-04-08	24
Canada	21K	2022-04-08	100
Chile	21K	2022-04-08	24
Croatia	21K	2022-04-08	6
Denmark	21K	2022-04-08	5
Finland	21K	2022-04-08	9
France	21K	2022-04-08	14
Germany	21K	2022-04-08	69
Greece	21K	2022-04-08	9
Italy	21K	2022-04-08	32
Japan	21K	2022-04-08	254
Lithuania	21K	2022-04-08	3
Malaysia	21K	2022-04-08	1
Netherlands	21K	2022-04-08	8
New Zealand	21K	2022-04-08	2
Peru	21K	2022-04-08	5
Russia	21K	2022-04-08	5
Singapore	21K	2022-04-08	1
Slovakia	21K	2022-04-08	5
Slovenia	21K	2022-04-08	15
South Korea	21K	2022-04-08	16
Spain	21K	2022-04-08	11
Sweden	21K	2022-04-08	4
Switzerland	21K	2022-04-08	1
USA	21K	2022-04-08	380
United Kingdom	21K	2022-04-08	60
Australia	21K	2022-04-09	14
Belgium	21K	2022-04-09	5
Brazil	21K	2022-04-09	19
Canada	21K	2022-04-09	53
Chile	21K	2022-04-09	24
China	21K	2022-04-09	14
Croatia	21K	2022-04-09	2
Denmark	21K	2022-04-09	5
France	21K	2022-04-09	5
Germany	21K	2022-04-09	41
Greece	21K	2022-04-09	5
Italy	21K	2022-04-09	24
Japan	21K	2022-04-09	134
Netherlands	21K	2022-04-09	6
Peru	21K	2022-04-09	4
Poland	21K	2022-04-09	1
Slovakia	21K	2022-04-09	1
Slovenia	21K	2022-04-09	5
South Korea	21K	2022-04-09	1
Spain	21K	2022-04-09	4
Sweden	21K	2022-04-09	2
Switzerland	21K	2022-04-09	2
USA	21K	2022-04-09	244
United Kingdom	21K	2022-04-09	51
Australia	21K	2022-04-10	13
Austria	21K	2022-04-10	2
Belgium	21K	2022-04-10	4
Brazil	21K	2022-04-10	15
Canada	21K	2022-04-10	57
Chile	21K	2022-04-10	35
China	21K	2022-04-10	1
Croatia	21K	2022-04-10	1
Denmark	21K	2022-04-10	3
Finland	21K	2022-04-10	7
France	21K	2022-04-10	8
Germany	21K	2022-04-10	36
Greece	21K	2022-04-10	3
Italy	21K	2022-04-10	18
Japan	21K	2022-04-10	85
Netherlands	21K	2022-04-10	4
New Zealand	21K	2022-04-10	3
Peru	21K	2022-04-10	3
Poland	21K	2022-04-10	1
Russia	21K	2022-04-10	2
Slovakia	21K	2022-04-10	1
Slovenia	21K	2022-04-10	4
South Korea	21K	2022-04-10	3
Spain	21K	2022-04-10	5
Sweden	21K	2022-04-10	1
Switzerland	21K	2022-04-10	2
USA	21K	2022-04-10	227
United Kingdom	21K	2022-04-10	48
Australia	21K	2022-04-11	9
Belgium	21K	2022-04-11	15
Brazil	21K	2022-04-11	41
Canada	21K	2022-04-11	100
Chile	21K	2022-04-11	32
Croatia	21K	2022-04-11	4
Denmark	21K	2022-04-11	3
France	21K	2022-04-11	115
Germany	21K	2022-04-11	78
Greece	21K	2022-04-11	2
Ireland	21K	2022-04-11	4
Italy	21K	2022-04-11	21
Japan	21K	2022-04-11	256
Lithuania	21K	2022-04-11	1
Malaysia	21K	2022-04-11	3
Netherlands	21K	2022-04-11	6
New Zealand	21K	2022-04-11	2
Peru	21K	2022-04-11	7
Poland	21K	2022-04-11	3
Singapore	21K	2022-04-11	1
Slovakia	21K	2022-04-11	11
Slovenia	21K	2022-04-11	18
South Korea	21K	2022-04-11	8
Spain	21K	2022-04-11	8
Sweden	21K	2022-04-11	3
Switzerland	21K	2022-04-11	4
USA	21K	2022-04-11	380
United Kingdom	21K	2022-04-11	94
Australia	21K	2022-04-12	17
Austria	21K	2022-04-12	6
Belgium	21K	2022-04-12	5
Brazil	21K	2022-04-12	20
Canada	21K	2022-04-12	108
Chile	21K	2022-04-12	21
Croatia	21K	2022-04-12	1
Denmark	21K	2022-04-12	9
Finland	21K	2022-04-12	4
France	21K	2022-04-12	15
Germany	21K	2022-04-12	129
Greece	21K	2022-04-12	8
Ireland	21K	2022-04-12	2
Italy	21K	2022-04-12	10
Japan	21K	2022-04-12	142
Malaysia	21K	2022-04-12	1
Netherlands	21K	2022-04-12	7
New Zealand	21K	2022-04-12	1
Peru	21K	2022-04-12	4
Slovakia	21K	2022-04-12	2
Slovenia	21K	2022-04-12	10
South Korea	21K	2022-04-12	6
Spain	21K	2022-04-12	11
Sweden	21K	2022-04-12	1
Switzerland	21K	2022-04-12	2
USA	21K	2022-04-12	281
United Kingdom	21K	2022-04-12	43
Australia	21K	2022-04-13	10
Austria	21K	2022-04-13	9
Belgium	21K	2022-04-13	13
Brazil	21K	2022-04-13	40
Canada	21K	2022-04-13	67
Chile	21K	2022-04-13	14
Croatia	21K	2022-04-13	1
Denmark	21K	2022-04-13	2
Finland	21K	2022-04-13	2
France	21K	2022-04-13	16
Germany	21K	2022-04-13	70
Greece	21K	2022-04-13	2
Italy	21K	2022-04-13	21
Japan	21K	2022-04-13	136
Lithuania	21K	2022-04-13	3
Malaysia	21K	2022-04-13	1
Netherlands	21K	2022-04-13	7
New Zealand	21K	2022-04-13	1
Peru	21K	2022-04-13	12
Russia	21K	2022-04-13	5
Slovakia	21K	2022-04-13	2
Slovenia	21K	2022-04-13	3
South Korea	21K	2022-04-13	5
Spain	21K	2022-04-13	5
Sweden	21K	2022-04-13	3
Switzerland	21K	2022-04-13	2
USA	21K	2022-04-13	270
United Kingdom	21K	2022-04-13	41
Australia	21K	2022-04-14	9
Belgium	21K	2022-04-14	13
Brazil	21K	2022-04-14	34
Canada	21K	2022-04-14	54
Chile	21K	2022-04-14	9
China	21K	2022-04-14	1
Croatia	21K	2022-04-14	8
Denmark	21K	2022-04-14	3
Finland	21K	2022-04-14	1
France	21K	2022-04-14	10
Germany	21K	2022-04-14	38
Greece	21K	2022-04-14	6
Italy	21K	2022-04-14	12
Japan	21K	2022-04-14	116
Malaysia	21K	2022-04-14	2
Netherlands	21K	2022-04-14	4
New Zealand	21K	2022-04-14	3
Peru	21K	2022-04-14	1
Russia	21K	2022-04-14	2
Slovakia	21K	2022-04-14	2
Slovenia	21K	2022-04-14	3
South Korea	21K	2022-04-14	5
Spain	21K	2022-04-14	2
Sweden	21K	2022-04-14	3
USA	21K	2022-04-14	262
United Kingdom	21K	2022-04-14	19
Australia	21K	2022-04-15	14
Austria	21K	2022-04-15	2
Belgium	21K	2022-04-15	7
Brazil	21K	2022-04-15	11
Canada	21K	2022-04-15	30
Chile	21K	2022-04-15	5
Croatia	21K	2022-04-15	1
Denmark	21K	2022-04-15	4
Finland	21K	2022-04-15	2
France	21K	2022-04-15	7
Germany	21K	2022-04-15	48
Greece	21K	2022-04-15	5
Italy	21K	2022-04-15	27
Japan	21K	2022-04-15	112
Lithuania	21K	2022-04-15	3
Malaysia	21K	2022-04-15	1
Netherlands	21K	2022-04-15	2
New Zealand	21K	2022-04-15	2
Peru	21K	2022-04-15	1
Poland	21K	2022-04-15	1
Russia	21K	2022-04-15	1
Slovakia	21K	2022-04-15	1
Slovenia	21K	2022-04-15	8
South Korea	21K	2022-04-15	6
Spain	21K	2022-04-15	3
Sweden	21K	2022-04-15	2
USA	21K	2022-04-15	196
United Kingdom	21K	2022-04-15	14
Australia	21K	2022-04-16	7
Belgium	21K	2022-04-16	3
Brazil	21K	2022-04-16	6
Canada	21K	2022-04-16	42
Chile	21K	2022-04-16	16
China	21K	2022-04-16	4
Croatia	21K	2022-04-16	1
Denmark	21K	2022-04-16	6
Finland	21K	2022-04-16	3
France	21K	2022-04-16	6
Germany	21K	2022-04-16	17
Greece	21K	2022-04-16	8
Ireland	21K	2022-04-16	1
Italy	21K	2022-04-16	2
Japan	21K	2022-04-16	52
Netherlands	21K	2022-04-16	1
New Zealand	21K	2022-04-16	1
Peru	21K	2022-04-16	3
Slovenia	21K	2022-04-16	1
Spain	21K	2022-04-16	1
Sweden	21K	2022-04-16	2
USA	21K	2022-04-16	173
United Kingdom	21K	2022-04-16	22
Australia	21K	2022-04-17	7
Belgium	21K	2022-04-17	4
Brazil	21K	2022-04-17	3
Canada	21K	2022-04-17	35
Chile	21K	2022-04-17	13
Croatia	21K	2022-04-17	1
Denmark	21K	2022-04-17	2
France	21K	2022-04-17	3
Germany	21K	2022-04-17	17
Greece	21K	2022-04-17	2
Italy	21K	2022-04-17	2
Japan	21K	2022-04-17	38
Lithuania	21K	2022-04-17	1
Malaysia	21K	2022-04-17	1
Netherlands	21K	2022-04-17	5
New Zealand	21K	2022-04-17	4
Slovakia	21K	2022-04-17	1
Slovenia	21K	2022-04-17	2
South Korea	21K	2022-04-17	1
Spain	21K	2022-04-17	4
Sweden	21K	2022-04-17	1
Switzerland	21K	2022-04-17	1
USA	21K	2022-04-17	73
United Kingdom	21K	2022-04-17	14
Australia	21K	2022-04-18	8
Belgium	21K	2022-04-18	3
Brazil	21K	2022-04-18	13
Canada	21K	2022-04-18	68
Chile	21K	2022-04-18	24
Denmark	21K	2022-04-18	2
Finland	21K	2022-04-18	1
France	21K	2022-04-18	7
Germany	21K	2022-04-18	21
Greece	21K	2022-04-18	7
Italy	21K	2022-04-18	5
Japan	21K	2022-04-18	121
Lithuania	21K	2022-04-18	2
Malaysia	21K	2022-04-18	4
Netherlands	21K	2022-04-18	4
New Zealand	21K	2022-04-18	2
Peru	21K	2022-04-18	4
Russia	21K	2022-04-18	2
Slovenia	21K	2022-04-18	2
South Korea	21K	2022-04-18	5
Spain	21K	2022-04-18	5
USA	21K	2022-04-18	279
United Kingdom	21K	2022-04-18	24
Australia	21K	2022-04-19	15
Austria	21K	2022-04-19	1
Belgium	21K	2022-04-19	2
Brazil	21K	2022-04-19	15
Canada	21K	2022-04-19	62
Chile	21K	2022-04-19	21
Croatia	21K	2022-04-19	2
Denmark	21K	2022-04-19	1
Finland	21K	2022-04-19	2
France	21K	2022-04-19	44
Germany	21K	2022-04-19	74
Greece	21K	2022-04-19	8
Ireland	21K	2022-04-19	1
Italy	21K	2022-04-19	17
Japan	21K	2022-04-19	78
Lithuania	21K	2022-04-19	2
Netherlands	21K	2022-04-19	3
New Zealand	21K	2022-04-19	3
Peru	21K	2022-04-19	2
Russia	21K	2022-04-19	2
Slovakia	21K	2022-04-19	2
Slovenia	21K	2022-04-19	1
South Korea	21K	2022-04-19	6
Spain	21K	2022-04-19	7
Switzerland	21K	2022-04-19	2
USA	21K	2022-04-19	183
United Kingdom	21K	2022-04-19	28
Australia	21K	2022-04-20	5
Austria	21K	2022-04-20	5
Belgium	21K	2022-04-20	2
Brazil	21K	2022-04-20	8
Canada	21K	2022-04-20	40
Chile	21K	2022-04-20	14
Croatia	21K	2022-04-20	3
Denmark	21K	2022-04-20	1
France	21K	2022-04-20	5
Germany	21K	2022-04-20	36
Greece	21K	2022-04-20	1
Italy	21K	2022-04-20	14
Japan	21K	2022-04-20	95
Lithuania	21K	2022-04-20	1
Malaysia	21K	2022-04-20	1
Netherlands	21K	2022-04-20	3
New Zealand	21K	2022-04-20	2
Peru	21K	2022-04-20	5
Russia	21K	2022-04-20	2
Singapore	21K	2022-04-20	1
Slovakia	21K	2022-04-20	3
Slovenia	21K	2022-04-20	5
South Korea	21K	2022-04-20	6
Spain	21K	2022-04-20	16
Sweden	21K	2022-04-20	2
USA	21K	2022-04-20	182
United Kingdom	21K	2022-04-20	27
Australia	21K	2022-04-21	7
Austria	21K	2022-04-21	2
Belgium	21K	2022-04-21	2
Brazil	21K	2022-04-21	6
Canada	21K	2022-04-21	31
Chile	21K	2022-04-21	12
Denmark	21K	2022-04-21	3
Finland	21K	2022-04-21	2
France	21K	2022-04-21	8
Germany	21K	2022-04-21	54
Ireland	21K	2022-04-21	1
Italy	21K	2022-04-21	20
Japan	21K	2022-04-21	77
Lithuania	21K	2022-04-21	1
Netherlands	21K	2022-04-21	5
Peru	21K	2022-04-21	7
Poland	21K	2022-04-21	1
Russia	21K	2022-04-21	1
Slovakia	21K	2022-04-21	1
Slovenia	21K	2022-04-21	7
Spain	21K	2022-04-21	7
Sweden	21K	2022-04-21	2
Switzerland	21K	2022-04-21	3
USA	21K	2022-04-21	183
United Kingdom	21K	2022-04-21	15
Australia	21K	2022-04-22	12
Belgium	21K	2022-04-22	5
Brazil	21K	2022-04-22	4
Canada	21K	2022-04-22	31
Chile	21K	2022-04-22	10
Denmark	21K	2022-04-22	2
Finland	21K	2022-04-22	6
France	21K	2022-04-22	3
Germany	21K	2022-04-22	26
Greece	21K	2022-04-22	2
Ireland	21K	2022-04-22	1
Italy	21K	2022-04-22	20
Japan	21K	2022-04-22	100
Netherlands	21K	2022-04-22	1
New Zealand	21K	2022-04-22	1
Peru	21K	2022-04-22	4
Russia	21K	2022-04-22	1
Slovenia	21K	2022-04-22	5
South Korea	21K	2022-04-22	4
Spain	21K	2022-04-22	11
Switzerland	21K	2022-04-22	1
USA	21K	2022-04-22	155
United Kingdom	21K	2022-04-22	15
Australia	21K	2022-04-23	4
Belgium	21K	2022-04-23	3
Brazil	21K	2022-04-23	6
Canada	21K	2022-04-23	27
Chile	21K	2022-04-23	7
Croatia	21K	2022-04-23	1
Denmark	21K	2022-04-23	4
Finland	21K	2022-04-23	1
France	21K	2022-04-23	5
Germany	21K	2022-04-23	20
Greece	21K	2022-04-23	2
Italy	21K	2022-04-23	6
Japan	21K	2022-04-23	49
Netherlands	21K	2022-04-23	5
New Zealand	21K	2022-04-23	1
Peru	21K	2022-04-23	3
Slovenia	21K	2022-04-23	1
Spain	21K	2022-04-23	4
Sweden	21K	2022-04-23	2
USA	21K	2022-04-23	105
United Kingdom	21K	2022-04-23	16
Australia	21K	2022-04-24	8
Brazil	21K	2022-04-24	1
Canada	21K	2022-04-24	36
Chile	21K	2022-04-24	7
Croatia	21K	2022-04-24	3
France	21K	2022-04-24	2
Germany	21K	2022-04-24	13
Ireland	21K	2022-04-24	1
Italy	21K	2022-04-24	6
Japan	21K	2022-04-24	17
Netherlands	21K	2022-04-24	1
Peru	21K	2022-04-24	1
Russia	21K	2022-04-24	2
South Korea	21K	2022-04-24	1
Spain	21K	2022-04-24	4
Sweden	21K	2022-04-24	1
USA	21K	2022-04-24	81
United Kingdom	21K	2022-04-24	15
Australia	21K	2022-04-25	7
Austria	21K	2022-04-25	2
Belgium	21K	2022-04-25	4
Brazil	21K	2022-04-25	16
Canada	21K	2022-04-25	51
Chile	21K	2022-04-25	21
Croatia	21K	2022-04-25	2
Denmark	21K	2022-04-25	8
Finland	21K	2022-04-25	2
France	21K	2022-04-25	31
Germany	21K	2022-04-25	53
Greece	21K	2022-04-25	1
Ireland	21K	2022-04-25	2
Italy	21K	2022-04-25	11
Japan	21K	2022-04-25	110
Lithuania	21K	2022-04-25	2
Netherlands	21K	2022-04-25	4
Peru	21K	2022-04-25	1
Poland	21K	2022-04-25	1
Russia	21K	2022-04-25	2
Singapore	21K	2022-04-25	12
Slovakia	21K	2022-04-25	3
Slovenia	21K	2022-04-25	5
South Korea	21K	2022-04-25	1
Spain	21K	2022-04-25	7
Sweden	21K	2022-04-25	1
Switzerland	21K	2022-04-25	2
USA	21K	2022-04-25	131
United Kingdom	21K	2022-04-25	17
Australia	21K	2022-04-26	14
Austria	21K	2022-04-26	2
Belgium	21K	2022-04-26	3
Brazil	21K	2022-04-26	11
Canada	21K	2022-04-26	18
Chile	21K	2022-04-26	15
Croatia	21K	2022-04-26	2
Denmark	21K	2022-04-26	2
France	21K	2022-04-26	3
Germany	21K	2022-04-26	28
Greece	21K	2022-04-26	2
Ireland	21K	2022-04-26	1
Italy	21K	2022-04-26	7
Japan	21K	2022-04-26	48
Netherlands	21K	2022-04-26	3
Peru	21K	2022-04-26	3
Slovakia	21K	2022-04-26	1
Slovenia	21K	2022-04-26	3
South Korea	21K	2022-04-26	3
Spain	21K	2022-04-26	7
Sweden	21K	2022-04-26	1
Switzerland	21K	2022-04-26	1
USA	21K	2022-04-26	97
United Kingdom	21K	2022-04-26	3
Australia	21K	2022-04-27	11
Belgium	21K	2022-04-27	2
Brazil	21K	2022-04-27	10
Canada	21K	2022-04-27	28
Chile	21K	2022-04-27	16
Denmark	21K	2022-04-27	1
Finland	21K	2022-04-27	4
France	21K	2022-04-27	4
Germany	21K	2022-04-27	18
Greece	21K	2022-04-27	5
Ireland	21K	2022-04-27	5
Italy	21K	2022-04-27	14
Japan	21K	2022-04-27	62
Malaysia	21K	2022-04-27	1
Netherlands	21K	2022-04-27	1
New Zealand	21K	2022-04-27	1
Peru	21K	2022-04-27	3
Russia	21K	2022-04-27	2
Slovakia	21K	2022-04-27	2
Slovenia	21K	2022-04-27	1
South Korea	21K	2022-04-27	3
Spain	21K	2022-04-27	5
USA	21K	2022-04-27	77
United Kingdom	21K	2022-04-27	7
Australia	21K	2022-04-28	4
Brazil	21K	2022-04-28	12
Canada	21K	2022-04-28	28
Chile	21K	2022-04-28	5
Denmark	21K	2022-04-28	1
Germany	21K	2022-04-28	23
Ireland	21K	2022-04-28	1
Italy	21K	2022-04-28	10
Japan	21K	2022-04-28	43
Lithuania	21K	2022-04-28	1
New Zealand	21K	2022-04-28	1
Peru	21K	2022-04-28	4
Russia	21K	2022-04-28	3
Slovenia	21K	2022-04-28	1
South Korea	21K	2022-04-28	2
Spain	21K	2022-04-28	9
Sweden	21K	2022-04-28	1
Switzerland	21K	2022-04-28	2
USA	21K	2022-04-28	45
United Kingdom	21K	2022-04-28	7
Australia	21K	2022-04-29	3
Belgium	21K	2022-04-29	3
Brazil	21K	2022-04-29	8
Canada	21K	2022-04-29	19
Chile	21K	2022-04-29	10
Croatia	21K	2022-04-29	1
Denmark	21K	2022-04-29	3
Finland	21K	2022-04-29	2
France	21K	2022-04-29	4
Germany	21K	2022-04-29	19
Ireland	21K	2022-04-29	1
Italy	21K	2022-04-29	9
Japan	21K	2022-04-29	18
Netherlands	21K	2022-04-29	4
Peru	21K	2022-04-29	1
Russia	21K	2022-04-29	2
Slovenia	21K	2022-04-29	1
South Korea	21K	2022-04-29	3
Spain	21K	2022-04-29	4
Switzerland	21K	2022-04-29	1
USA	21K	2022-04-29	52
United Kingdom	21K	2022-04-29	7
Australia	21K	2022-04-30	2
Belgium	21K	2022-04-30	3
Brazil	21K	2022-04-30	4
Canada	21K	2022-04-30	16
Chile	21K	2022-04-30	4
Denmark	21K	2022-04-30	2
France	21K	2022-04-30	3
Germany	21K	2022-04-30	12
Greece	21K	2022-04-30	1
Ireland	21K	2022-04-30	1
Italy	21K	2022-04-30	8
Japan	21K	2022-04-30	19
Netherlands	21K	2022-04-30	4
Peru	21K	2022-04-30	2
Poland	21K	2022-04-30	1
Spain	21K	2022-04-30	2
USA	21K	2022-04-30	36
United Kingdom	21K	2022-04-30	6
Australia	21K	2022-05-01	2
Belgium	21K	2022-05-01	2
Brazil	21K	2022-05-01	6
Canada	21K	2022-05-01	10
Chile	21K	2022-05-01	11
Finland	21K	2022-05-01	1
France	21K	2022-05-01	2
Germany	21K	2022-05-01	5
Italy	21K	2022-05-01	1
Japan	21K	2022-05-01	13
Malaysia	21K	2022-05-01	1
Netherlands	21K	2022-05-01	1
New Zealand	21K	2022-05-01	2
Peru	21K	2022-05-01	2
Russia	21K	2022-05-01	1
South Korea	21K	2022-05-01	1
Spain	21K	2022-05-01	3
USA	21K	2022-05-01	28
United Kingdom	21K	2022-05-01	2
Australia	21K	2022-05-02	1
Austria	21K	2022-05-02	2
Belgium	21K	2022-05-02	2
Brazil	21K	2022-05-02	17
Canada	21K	2022-05-02	40
Chile	21K	2022-05-02	22
France	21K	2022-05-02	21
Germany	21K	2022-05-02	22
Italy	21K	2022-05-02	10
Japan	21K	2022-05-02	42
New Zealand	21K	2022-05-02	1
Peru	21K	2022-05-02	2
Slovakia	21K	2022-05-02	1
Spain	21K	2022-05-02	1
Switzerland	21K	2022-05-02	2
USA	21K	2022-05-02	58
United Kingdom	21K	2022-05-02	1
Austria	21K	2022-05-03	4
Belgium	21K	2022-05-03	2
Brazil	21K	2022-05-03	8
Canada	21K	2022-05-03	17
Chile	21K	2022-05-03	19
Croatia	21K	2022-05-03	1
Finland	21K	2022-05-03	1
France	21K	2022-05-03	6
Germany	21K	2022-05-03	20
Italy	21K	2022-05-03	17
Japan	21K	2022-05-03	25
Malaysia	21K	2022-05-03	1
New Zealand	21K	2022-05-03	3
Russia	21K	2022-05-03	2
Slovenia	21K	2022-05-03	1
Spain	21K	2022-05-03	1
Switzerland	21K	2022-05-03	1
USA	21K	2022-05-03	38
United Kingdom	21K	2022-05-03	6
Australia	21K	2022-05-04	4
Belgium	21K	2022-05-04	1
Brazil	21K	2022-05-04	7
Canada	21K	2022-05-04	25
Chile	21K	2022-05-04	11
Finland	21K	2022-05-04	1
France	21K	2022-05-04	6
Germany	21K	2022-05-04	12
Ireland	21K	2022-05-04	1
Italy	21K	2022-05-04	7
Japan	21K	2022-05-04	27
Netherlands	21K	2022-05-04	4
Poland	21K	2022-05-04	1
Singapore	21K	2022-05-04	1
Spain	21K	2022-05-04	5
Sweden	21K	2022-05-04	1
USA	21K	2022-05-04	48
United Kingdom	21K	2022-05-04	7
Australia	21K	2022-05-05	2
Brazil	21K	2022-05-05	14
Canada	21K	2022-05-05	15
Chile	21K	2022-05-05	6
Denmark	21K	2022-05-05	1
France	21K	2022-05-05	2
Germany	21K	2022-05-05	8
Greece	21K	2022-05-05	2
Italy	21K	2022-05-05	4
Japan	21K	2022-05-05	15
Peru	21K	2022-05-05	3
Russia	21K	2022-05-05	1
Slovakia	21K	2022-05-05	1
South Korea	21K	2022-05-05	1
Spain	21K	2022-05-05	2
Sweden	21K	2022-05-05	2
USA	21K	2022-05-05	43
United Kingdom	21K	2022-05-05	5
Australia	21K	2022-05-06	1
Belgium	21K	2022-05-06	1
Brazil	21K	2022-05-06	12
Canada	21K	2022-05-06	14
Chile	21K	2022-05-06	3
Denmark	21K	2022-05-06	2
Finland	21K	2022-05-06	3
Germany	21K	2022-05-06	6
Ireland	21K	2022-05-06	1
Italy	21K	2022-05-06	1
Japan	21K	2022-05-06	37
Netherlands	21K	2022-05-06	3
New Zealand	21K	2022-05-06	1
Peru	21K	2022-05-06	3
Russia	21K	2022-05-06	1
Slovakia	21K	2022-05-06	2
Slovenia	21K	2022-05-06	1
Sweden	21K	2022-05-06	1
USA	21K	2022-05-06	43
United Kingdom	21K	2022-05-06	3
Brazil	21K	2022-05-07	7
Canada	21K	2022-05-07	5
Chile	21K	2022-05-07	4
France	21K	2022-05-07	3
Germany	21K	2022-05-07	2
Ireland	21K	2022-05-07	1
Italy	21K	2022-05-07	1
Japan	21K	2022-05-07	19
Malaysia	21K	2022-05-07	1
Peru	21K	2022-05-07	1
Russia	21K	2022-05-07	4
Spain	21K	2022-05-07	2
Sweden	21K	2022-05-07	1
USA	21K	2022-05-07	27
United Kingdom	21K	2022-05-07	1
Australia	21K	2022-05-08	1
Belgium	21K	2022-05-08	1
Brazil	21K	2022-05-08	2
Canada	21K	2022-05-08	4
Chile	21K	2022-05-08	13
Denmark	21K	2022-05-08	1
France	21K	2022-05-08	2
Germany	21K	2022-05-08	2
Ireland	21K	2022-05-08	1
Italy	21K	2022-05-08	2
Japan	21K	2022-05-08	13
Netherlands	21K	2022-05-08	1
Spain	21K	2022-05-08	1
USA	21K	2022-05-08	18
United Kingdom	21K	2022-05-08	2
Australia	21K	2022-05-09	2
Belgium	21K	2022-05-09	3
Brazil	21K	2022-05-09	15
Canada	21K	2022-05-09	24
Chile	21K	2022-05-09	11
Denmark	21K	2022-05-09	1
France	21K	2022-05-09	15
Germany	21K	2022-05-09	7
Italy	21K	2022-05-09	1
Japan	21K	2022-05-09	26
Netherlands	21K	2022-05-09	2
Peru	21K	2022-05-09	1
Russia	21K	2022-05-09	2
Slovenia	21K	2022-05-09	1
South Korea	21K	2022-05-09	1
Spain	21K	2022-05-09	5
Sweden	21K	2022-05-09	3
Switzerland	21K	2022-05-09	3
USA	21K	2022-05-09	43
United Kingdom	21K	2022-05-09	6
Australia	21K	2022-05-10	5
Austria	21K	2022-05-10	1
Belgium	21K	2022-05-10	2
Brazil	21K	2022-05-10	4
Canada	21K	2022-05-10	10
Chile	21K	2022-05-10	11
Finland	21K	2022-05-10	1
France	21K	2022-05-10	4
Germany	21K	2022-05-10	5
Japan	21K	2022-05-10	19
Netherlands	21K	2022-05-10	3
Russia	21K	2022-05-10	2
Switzerland	21K	2022-05-10	1
USA	21K	2022-05-10	26
United Kingdom	21K	2022-05-10	1
Austria	21K	2022-05-11	1
Brazil	21K	2022-05-11	152
Canada	21K	2022-05-11	3
Chile	21K	2022-05-11	12
Croatia	21K	2022-05-11	1
Denmark	21K	2022-05-11	1
France	21K	2022-05-11	3
Germany	21K	2022-05-11	12
Italy	21K	2022-05-11	2
Japan	21K	2022-05-11	18
New Zealand	21K	2022-05-11	3
Peru	21K	2022-05-11	4
