selective_pressure	date	cases	smooth_cases	empirical_growth_rate	empirical_growth_change	location
	2021-03-02	309.0	309.0			Nevada
0.007949344	2021-03-03	395.0	352.0	0.13028989870035165		Nevada
0.0067849155	2021-03-04	385.0	363.0	0.08053077868355267	-0.04975912001679898	Nevada
0.0064005544	2021-03-05	391.0	370.0	0.060053909580174925	-0.020476869103377746	Nevada
0.005274191	2021-03-06	500.0	396.0	0.062018233589183784	0.0019643240090088596	Nevada
0.004568235	2021-03-07	230.0	368.3333333333333	0.035129409677199595	-0.02688882391198419	Nevada
0.00396502	2021-03-08	203.0	344.7142857142857	0.018229106611995508	-0.016900303065204087	Nevada
0.0034475601	2021-03-09	429.0	361.85714285714283	0.02255831772123092	0.004329211109235412	Nevada
0.0033715698	2021-03-10	325.0	351.85714285714283	-5.798950469607299e-05	-0.022616307225926995	Nevada
0.0029763607	2021-03-11	618.0	385.14285714285717	0.008458784101719104	0.008516773606415177	Nevada
0.002623523	2021-03-12	858.0	451.85714285714283	0.028551866944580777	0.020093082842861675	Nevada
0.0023046439	2021-03-13	442.0	443.57142857142856	0.016206376293969336	-0.01234549065061144	Nevada
0.0020131506	2021-03-14	222.0	442.42857142857144	0.02618438651916375	0.009978010225194414	Nevada
0.0017436631	2021-03-15	184.0	439.7142857142857	0.034772749824827566	0.008588363305663815	Nevada
0.001492732	2021-03-16	346.0	427.85714285714283	0.023934265792553536	-0.01083848403227403	Nevada
0.0012575882	2021-03-17	301.0	424.42857142857144	0.026788353906010004	0.0028540881134564676	Nevada
0.0010372768	2021-03-18	297.0	378.57142857142856	-0.002458507578847098	-0.0292468614848571	Nevada
0.000855441	2021-03-19	265.0	293.85714285714283	-0.06146747623609881	-0.059008968657251706	Nevada
0.00072075496	2021-03-20	271.0	269.42857142857144	-0.07122221873916801	-0.009754742503069201	Nevada
0.0005437139	2021-03-21	227.0	270.14285714285717	-0.07047544447353503	0.0007467742656329796	Nevada
0.00038203353	2021-03-22	156.0	266.14285714285717	-0.0717274205424623	-0.0012519760689272685	Nevada
0.00023675733	2021-03-23	147.0	237.71428571428572	-0.0839599841669137	-0.012232563624451409	Nevada
0.00010923017	2021-03-24	246.0	229.85714285714286	-0.0876122469243178	-0.0036522627574040872	Nevada
1.2468081e-07	2021-03-25	444.0	250.85714285714286	-0.05878873496931512	0.02882351195500267	Nevada
-8.962117e-05	2021-03-26	445.0	276.57142857142856	-0.008660660259490667	0.05012807470982446	Nevada
-0.00015972799	2021-03-27	302.0	281.0	0.006007336456522331	0.014667996716012998	Nevada
-0.00021020544	2021-03-28	143.0	269.0	-0.0006056485716149908	-0.0066129850281373215	Nevada
-0.00022274046	2021-03-29	212.0	277.0	0.005712040663009092	0.006317689234624083	Nevada
-0.00023493613	2021-03-30	221.0	287.57142857142856	0.02720025775123399	0.021488217088224897	Nevada
-0.00022947439	2021-03-31	268.0	290.7142857142857	0.03355470726918749	0.006354449517953498	Nevada
-0.00020780985	2021-04-01	350.0	277.2857142857143	0.014309258424849773	-0.019245448844337716	Nevada
-0.00017156976	2021-04-02	342.0	262.57142857142856	-0.007420852131555693	-0.021730110556405467	Nevada
-0.00012261479	2021-04-03	462.0	285.42857142857144	0.0022338772599199996	0.009654729391475693	Nevada
-6.287149e-05	2021-04-04	260.0	302.14285714285717	0.016598366117603746	0.014364488857683747	Nevada
-5.6293793e-06	2021-04-05	181.0	297.7142857142857	0.010302392518657987	-0.006295973598945759	Nevada
7.002428e-05	2021-04-06	295.0	308.2857142857143	0.009936531454041235	-0.0003658610646167515	Nevada
0.00015010242	2021-04-07	277.0	309.57142857142856	0.008978271951380543	-0.0009582595026606921	Nevada
0.000232653	2021-04-08	386.0	314.7142857142857	0.01808810909047617	0.009109837139095626	Nevada
0.0003158534	2021-04-09	637.0	356.85714285714283	0.0438303411099844	0.02574223201950823	Nevada
0.00039797463	2021-04-10	752.0	398.2857142857143	0.047596830381702246	0.0037664892717178475	Nevada
0.0004776481	2021-04-11	320.0	406.85714285714283	0.042508883007355426	-0.00508794737434682	Nevada
0.00055368955	2021-04-12	319.0	426.57142857142856	0.0513779393179826	0.008869056310627177	Nevada
0.0006252688	2021-04-13	412.0	443.2857142857143	0.05188393123290006	0.0005059919149174585	Nevada
0.0006918373	2021-04-14	395.0	460.14285714285717	0.05662116397069144	0.0047372327377913775	Nevada
0.0007532155	2021-04-15	549.0	483.42857142857144	0.06131976770339587	0.0046986037327044275	Nevada
0.0008093852	2021-04-16	536.0	469.0	0.03903817525943859	-0.022281592443957277	Nevada
0.0008608571	2021-04-17	232.0	394.7142857142857	-0.00128677813671395	-0.04032495339615254	Nevada
0.0009080961	2021-04-18	233.0	382.2857142857143	-0.008899121611963856	-0.007612343475249906	Nevada
0.0009519602	2021-04-19	233.0	370.0	-0.02032526048650744	-0.011426138874543584	Nevada
0.0010185072	2021-04-20	381.0	365.57142857142856	-0.02753611832694162	-0.007210857840434182	Nevada
0.0010575901	2021-04-21	436.0	371.42857142857144	-0.030597203617375064	-0.0030610852904334428	Nevada
0.0010955214	2021-04-22	528.0	368.42857142857144	-0.038808102120681316	-0.008210898503306252	Nevada
0.0011330636	2021-04-23	562.0	372.14285714285717	-0.03304642333058934	0.005761678790091977	Nevada
0.0011711204	2021-04-24	280.0	379.0	-0.005803710112239556	0.027242713218349784	Nevada
0.0012103247	2021-04-25	280.0	385.7142857142857	0.0012755186777573505	0.007079228789996906	Nevada
0.0012511973	2021-04-26	280.0	392.42857142857144	0.00840736162881295	0.0071318429510556	Nevada
0.0012942161	2021-04-27	405.0	395.85714285714283	0.011370244100455663	0.0029628824716427127	Nevada
0.001339596	2021-04-28	390.0	389.2857142857143	0.0067081404411101575	-0.004662103659345505	Nevada
0.0013930227	2021-04-29	453.0	378.57142857142856	0.0038797018712747335	-0.002828438569835424	Nevada
0.0014438833	2021-04-30	510.0	371.14285714285717	-0.0003843938509889066	-0.00426409572226364	Nevada
0.0015061094	2021-05-01	267.0	369.2857142857143	-0.003709366742172874	-0.003324972891183967	Nevada
0.0015615763	2021-05-02	267.0	367.42857142857144	-0.006938280947844349	-0.003228914205671475	Nevada
0.001619043	2021-05-03	267.0	365.57142857142856	-0.01012754999078361	-0.0031892690429392604	Nevada
0.0016783343	2021-05-04	476.0	375.7142857142857	-0.007460631384452577	0.002666918606331032	Nevada
0.0017391054	2021-05-05	373.0	373.2857142857143	-0.005995634510961702	0.0014649968734908748	Nevada
0.0018011846	2021-05-06	394.0	364.85714285714283	-0.0052712689125404616	0.0007243655984212408	Nevada
0.0018642369	2021-05-07	498.0	363.14285714285717	-0.0031129636401636364	0.002158305272376825	Nevada
0.0019280212	2021-05-08	266.0	363.0	-0.0024525433746236205	0.0006604202655400159	Nevada
0.0019922738	2021-05-09	266.0	362.85714285714283	-0.0017885321921325386	0.0006640111824910819	Nevada
0.0020567041	2021-05-10	268.0	363.0	-0.0010084075485177852	0.0007801246436147534	Nevada
0.002121053	2021-05-11	470.0	362.14285714285717	-0.00525574416378951	-0.004247336615271725	Nevada
0.0021849377	2021-05-12	464.0	375.14285714285717	0.0007089699060184673	0.005964714069807977	Nevada
0.0022480388	2021-05-13	436.0	381.14285714285717	0.006238338634718572	0.005529368728700105	Nevada
0.0023100388	2021-05-14	389.0	365.57142857142856	0.0009521977729127921	-0.00528614086180578	Nevada
0.0023705037	2021-05-15	180.0	353.2857142857143	-0.0038751022569639545	-0.0048273000298767466	Nevada
0.002429238	2021-05-16	180.0	341.0	-0.008875247667678847	-0.005000145410714893	Nevada
0.002485877	2021-05-17	182.0	328.7142857142857	-0.014173413326399736	-0.005298165658720889	Nevada
0.00254023	2021-05-18	287.0	302.57142857142856	-0.02567448426627598	-0.011501070939876245	Nevada
0.0025923792	2021-05-19	348.0	286.0	-0.03875929928393939	-0.013084815017663409	Nevada
0.0026423228	2021-05-20	302.0	266.85714285714283	-0.050922969749532365	-0.012163670465592975	Nevada
0.002690323	2021-05-21	334.0	259.0	-0.04923337505784825	0.0016895946916841154	Nevada
0.002736969	2021-05-22	135.0	252.57142857142858	-0.04794043204626106	0.0012929430115871873	Nevada
0.0027828254	2021-05-23	135.0	246.14285714285714	-0.04656719854441434	0.0013732335018467254	Nevada
0.0028288632	2021-05-24	135.0	239.42857142857142	-0.045276258427619634	0.0012909401167947032	Nevada
0.0028760764	2021-05-25	265.0	236.28571428571428	-0.03532509293967357	0.009951165487946063	Nevada
0.0029257024	2021-05-26	227.0	219.0	-0.03813144014333596	-0.0028063472036623863	Nevada
0.002979062	2021-05-27	232.0	209.0	-0.034911316824094776	0.0032201233192411804	Nevada
0.003037548	2021-05-28	267.0	199.42857142857142	-0.03733884677607618	-0.002427529951981401	Nevada
0.0031025656	2021-05-29	128.0	198.42857142857142	-0.03446641434903501	0.0028724324270411675	Nevada
0.0033110417	2021-05-30	128.0	197.42857142857142	-0.0315050331714735	0.002961381177561513	Nevada
0.0033776565	2021-05-31	128.0	196.42857142857142	-0.028279467277336677	0.00322556589413682	Nevada
0.0034553558	2021-06-01	130.0	177.14285714285714	-0.04115503099779344	-0.012875563720456763	Nevada
0.0038066416	2021-06-02	419.0	204.57142857142858	-0.009736361621603292	0.031418669376190145	Nevada
0.0039113243	2021-06-03	350.0	221.42857142857142	0.008252258413309716	0.017988620034913007	Nevada
0.0040213633	2021-06-04	361.0	234.85714285714286	0.02336018461340109	0.015107926200091373	Nevada
0.0041350676	2021-06-05	209.0	246.42857142857142	0.03094899810158808	0.007588813488186991	Nevada
0.004250452	2021-06-06	209.0	258.0	0.03822610423561655	0.007277106134028471	Nevada
0.0043650703	2021-06-07	209.0	269.57142857142856	0.0452192193239827	0.006993115088366149	Nevada
0.004476327	2021-06-08	347.0	300.57142857142856	0.07553270217978832	0.030313482855805617	Nevada
0.0045814696	2021-06-09	217.0	271.7142857142857	0.040547699369249256	-0.03498500281053906	Nevada
0.0046775616	2021-06-10	295.0	263.85714285714283	0.025043967183706824	-0.015503732185542431	Nevada
0.004761375	2021-06-11	262.0	249.71428571428572	0.00876285437133652	-0.016281112812370303	Nevada
